,datetimestamp,T,RH,AH,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT)
292,1080212400,11.0,64.4,0.8447,1066.0,849.0,1039.0,1468.0,829.0,1.6
293,1080216000,13.6,53.0,0.8209,1027.0,809.0,1081.0,1442.0,733.0,1.3
294,1080219600,14.2,48.4,0.778,1106.0,935.0,958.0,1570.0,819.0,2.0
295,1080223200,14.2,46.3,0.7438,1038.0,907.0,976.0,1492.0,723.0,1.9
296,1080226800,16.0,41.3,0.7462,1084.0,924.0,986.0,1501.0,786.0,1.9
297,1080230400,17.7,35.4,0.7094,1105.0,982.0,939.0,1545.0,850.0,2.2
298,1080234000,17.1,37.4,0.7225,1102.0,957.0,968.0,1527.0,820.0,2.0
299,1080237600,14.9,40.5,0.6835,1240.0,1137.0,836.0,1748.0,991.0,2.9
300,1080241200,13.4,47.8,0.7293,1443.0,1418.0,666.0,2060.0,1454.0,5.2
301,1080244800,12.6,52.5,0.7642,1389.0,1341.0,692.0,1982.0,1488.0,4.6
302,1080248400,12.2,53.2,0.7555,1183.0,989.0,904.0,1539.0,1205.0,2.5
303,1080252000,10.6,56.1,0.714,1014.0,798.0,1083.0,1376.0,909.0,1.5
304,1080255600,9.9,59.5,0.7276,979.0,736.0,1154.0,1324.0,769.0,1.2
305,1080259200,9.6,61.1,0.7323,1048.0,787.0,1098.0,1373.0,835.0,1.7
306,1080262800,9.7,61.6,0.7425,1024.0,753.0,1131.0,1357.0,793.0,1.4
307,1080266400,9.4,62.6,0.7398,974.0,690.0,1208.0,1313.0,733.0,1.2
308,1080273600,8.0,69.4,0.7459,925.0,602.0,1398.0,1263.0,562.0,0.7
309,1080277200,7.7,72.4,0.7655,952.0,654.0,1210.0,1312.0,832.0,0.8
310,1080280800,8.0,71.8,0.7711,1005.0,713.0,1130.0,1363.0,924.0,0.9
311,1080284400,8.5,66.3,0.7375,1122.0,842.0,1015.0,1438.0,974.0,1.6
312,1080288000,9.8,59.6,0.7214,1351.0,1201.0,783.0,1828.0,1307.0,3.4
313,1080291600,11.2,57.0,0.7544,1408.0,1278.0,682.0,1928.0,1481.0,3.8
314,1080295200,14.8,44.1,0.7407,1304.0,1142.0,772.0,1747.0,1405.0,3.1
315,1080298800,16.8,35.3,0.6729,1207.0,1098.0,826.0,1664.0,1195.0,2.7
316,1080302400,19.2,27.1,0.5976,1099.0,1014.0,948.0,1503.0,868.0,2.0
317,1080306000,19.1,26.2,0.5741,1106.0,1068.0,915.0,1535.0,874.0,2.3
318,1080309600,16.3,30.8,0.5683,1009.0,916.0,1015.0,1391.0,738.0,1.9
319,1080313200,14.2,36.8,0.5922,962.0,776.0,1152.0,1279.0,550.0,1.3
320,1080316800,13.4,41.0,0.6292,1093.0,933.0,976.0,1454.0,777.0,1.9
321,1080320400,14.2,43.3,0.6982,1180.0,1023.0,886.0,1588.0,966.0,2.3
322,1080324000,12.1,45.6,0.6403,1168.0,1037.0,868.0,1580.0,990.0,2.4
323,1080327600,10.4,48.0,0.6046,1168.0,1063.0,876.0,1540.0,944.0,2.7
324,1080331200,10.0,51.1,0.628,1140.0,1000.0,916.0,1490.0,962.0,2.6
325,1080334800,9.8,50.8,0.6172,1001.0,811.0,1097.0,1308.0,778.0,1.5
326,1080338400,9.7,50.4,0.6063,953.0,743.0,1185.0,1252.0,690.0,1.2
327,1080342000,9.9,50.2,0.6103,972.0,715.0,1237.0,1258.0,644.0,1.1
328,1080345600,9.4,53.4,0.63,1021.0,776.0,1144.0,1307.0,753.0,1.5
329,1080349200,8.6,57.8,0.6488,940.0,664.0,1290.0,1232.0,646.0,1.0
330,1080352800,8.1,62.1,0.6746,1046.0,736.0,1142.0,1312.0,838.0,1.2
331,1080363600,8.2,58.9,0.6444,915.0,578.0,1417.0,1212.0,665.0,0.8
332,1080367200,6.3,66.6,0.641,935.0,615.0,1373.0,1250.0,717.0,0.9
333,1080370800,7.2,62.9,0.6396,976.0,669.0,1270.0,1266.0,795.0,1.1
334,1080374400,7.2,63.9,0.65,1124.0,842.0,1050.0,1418.0,936.0,1.5
335,1080378000,11.1,50.5,0.6654,1163.0,919.0,922.0,1530.0,1076.0,1.8
336,1080381600,15.5,36.1,0.6313,1167.0,966.0,942.0,1520.0,1016.0,2.1
337,1080385200,17.8,29.2,0.592,1121.0,955.0,992.0,1451.0,834.0,2.1
338,1080388800,17.6,30.1,0.6013,1071.0,940.0,994.0,1449.0,756.0,1.9
339,1080392400,19.1,26.8,0.5861,1065.0,979.0,950.0,1467.0,766.0,2.1
340,1080396000,17.7,28.6,0.5735,1157.0,1072.0,888.0,1596.0,905.0,2.5
341,1080399600,17.8,28.4,0.5737,1046.0,883.0,1051.0,1357.0,765.0,1.9
342,1080403200,18.7,26.0,0.5555,1147.0,1042.0,934.0,1538.0,830.0,2.2
343,1080406800,17.1,31.3,0.6038,1119.0,1022.0,916.0,1508.0,853.0,2.3
344,1080410400,15.8,36.1,0.644,1210.0,1062.0,886.0,1586.0,981.0,2.7
345,1080414000,14.7,40.1,0.6657,1306.0,1079.0,827.0,1621.0,1286.0,3.0
346,1080417600,13.6,44.9,0.6991,1258.0,1057.0,841.0,1633.0,1244.0,2.8
347,1080421200,12.5,48.1,0.6946,1148.0,930.0,948.0,1475.0,1056.0,2.2
348,1080424800,11.8,50.8,0.7042,1108.0,848.0,1023.0,1421.0,1003.0,1.6
349,1080428400,10.9,56.1,0.7326,1231.0,924.0,906.0,1483.0,1245.0,2.1
350,1080432000,10.9,55.9,0.7277,1293.0,937.0,930.0,1464.0,1200.0,2.3
351,1080435600,10.3,58.1,0.7278,1274.0,912.0,939.0,1451.0,1188.0,2.3
352,1080439200,9.3,62.2,0.7294,1135.0,827.0,1013.0,1395.0,1070.0,1.7
353,1080446400,8.3,64.9,0.7124,1010.0,769.0,1110.0,1396.0,895.0,1.3
354,1080450000,9.6,58.5,0.7,870.0,626.0,1325.0,1284.0,755.0,0.8
355,1080453600,7.7,66.4,0.699,983.0,688.0,1251.0,1342.0,806.0,1.1
356,1080457200,7.4,68.0,0.7043,995.0,691.0,1219.0,1321.0,836.0,1.4
357,1080460800,9.7,58.6,0.7035,1024.0,747.0,1136.0,1382.0,897.0,1.3
358,1080464400,12.5,50.1,0.7242,1163.0,880.0,959.0,1486.0,1073.0,1.9
359,1080468000,16.8,36.9,0.7018,1218.0,938.0,918.0,1501.0,1088.0,2.3
360,1080471600,19.2,31.3,0.6887,1210.0,958.0,933.0,1514.0,1036.0,2.3
361,1080475200,21.3,26.4,0.6607,1114.0,887.0,1020.0,1438.0,768.0,1.8
362,1080478800,21.2,23.1,0.5768,995.0,796.0,1159.0,1287.0,587.0,1.4
363,1080482400,18.6,25.0,0.5319,927.0,700.0,1285.0,1189.0,452.0,1.0
364,1080486000,18.0,27.3,0.5594,1002.0,754.0,1189.0,1260.0,470.0,1.4
365,1080489600,18.2,28.3,0.5848,987.0,727.0,1213.0,1244.0,502.0,1.3
366,1080493200,17.0,31.4,0.6048,993.0,714.0,1217.0,1238.0,516.0,1.3
367,1080496800,15.6,35.0,0.617,1012.0,746.0,1174.0,1301.0,555.0,1.4
368,1080500400,14.1,40.2,0.6438,1114.0,823.0,1068.0,1357.0,671.0,1.9
369,1080504000,13.4,43.2,0.6623,1093.0,789.0,1102.0,1329.0,788.0,1.8
370,1080507600,12.3,46.8,0.6686,968.0,669.0,1261.0,1246.0,538.0,1.1
371,1080511200,11.9,46.5,0.6449,960.0,666.0,1266.0,1224.0,544.0,1.1
372,1080514800,11.5,46.6,0.6319,942.0,648.0,1300.0,1204.0,500.0,1.1
373,1080518400,10.6,48.0,0.6135,888.0,598.0,1396.0,1156.0,417.0,0.9
374,1080532800,11.3,46.9,0.628,864.0,516.0,1496.0,1153.0,502.0,0.6
375,1080536400,10.1,51.2,0.6341,898.0,559.0,1441.0,1180.0,648.0,0.7
376,1080540000,9.9,50.7,0.6167,946.0,643.0,1309.0,1232.0,760.0,0.9
377,1080543600,8.1,56.8,0.615,1309.0,1125.0,844.0,1687.0,1183.0,2.9
378,1080547200,10.9,44.1,0.5748,1326.0,1289.0,714.0,1806.0,1431.0,4.1
379,1080550800,11.8,37.6,0.5184,966.0,786.0,1111.0,1258.0,705.0,1.5
380,1080554400,13.9,33.2,0.5222,975.0,793.0,1133.0,1254.0,637.0,1.5
381,1080558000,15.6,30.1,0.5285,988.0,803.0,1105.0,1293.0,658.0,1.5
382,1080561600,16.5,29.0,0.5406,971.0,786.0,1129.0,1272.0,546.0,1.4
383,1080565200,17.5,27.9,0.5517,1010.0,833.0,1070.0,1332.0,561.0,1.6
384,1080568800,17.9,26.8,0.5446,984.0,790.0,1131.0,1268.0,532.0,1.5
385,1080572400,18.2,26.1,0.5387,962.0,776.0,1131.0,1247.0,535.0,1.4
386,1080576000,18.0,27.1,0.5522,1012.0,801.0,1098.0,1289.0,525.0,1.5
387,1080579600,17.0,28.9,0.5558,1058.0,896.0,996.0,1358.0,603.0,1.9
388,1080583200,16.1,31.3,0.568,1173.0,985.0,905.0,1477.0,802.0,2.5
389,1080586800,14.5,35.4,0.5839,1127.0,907.0,957.0,1404.0,796.0,2.1
390,1080590400,13.2,37.9,0.5733,1020.0,797.0,1066.0,1302.0,689.0,1.6
391,1080594000,13.1,34.4,0.517,949.0,700.0,1221.0,1178.0,553.0,1.2
392,1080597600,13.5,28.5,0.4405,930.0,710.0,1278.0,1137.0,509.0,1.1
393,1080601200,12.4,31.9,0.4583,900.0,643.0,1339.0,1089.0,455.0,1.0
394,1080604800,13.1,26.8,0.4023,899.0,630.0,1418.0,1050.0,425.0,1.0
395,1080608400,11.6,33.6,0.4595,866.0,569.0,1468.0,1055.0,436.0,0.7
396,1080612000,10.5,42.9,0.5442,900.0,563.0,1402.0,1130.0,618.0,0.7
397,1080622800,12.9,33.9,0.5037,956.0,605.0,1341.0,1117.0,691.0,0.7
398,1080626400,11.3,40.3,0.5376,1054.0,779.0,1080.0,1266.0,1013.0,1.1
399,1080630000,11.9,38.4,0.5341,1343.0,1096.0,839.0,1587.0,1311.0,2.6
400,1080633600,13.3,35.6,0.5416,1584.0,1399.0,642.0,1947.0,1675.0,4.0
401,1080637200,16.3,28.8,0.5305,1556.0,1337.0,674.0,1852.0,1689.0,4.2
402,1080640800,17.9,28.2,0.5741,1565.0,1324.0,695.0,1872.0,1688.0,4.7
403,1080644400,18.3,26.6,0.5529,1429.0,1251.0,734.0,1754.0,1548.0,3.9
404,1080648000,20.8,22.5,0.5463,1419.0,1267.0,742.0,1763.0,1490.0,3.7
405,1080651600,22.4,20.0,0.5352,1373.0,1213.0,791.0,1711.0,1354.0,3.4
406,1080655200,20.9,21.7,0.5295,1185.0,992.0,942.0,1448.0,1014.0,2.2
407,1080658800,19.1,26.5,0.579,1122.0,897.0,991.0,1372.0,831.0,1.9
408,1080662400,18.1,30.6,0.6295,1085.0,820.0,1060.0,1325.0,699.0,1.6
409,1080666000,17.3,34.7,0.6788,1249.0,968.0,874.0,1527.0,926.0,2.1
410,1080669600,15.8,40.4,0.7228,1236.0,962.0,853.0,1532.0,928.0,2.2
411,1080673200,15.9,42.0,0.7541,1334.0,1047.0,815.0,1638.0,1038.0,2.7
412,1080676800,15.9,43.5,0.779,1264.0,928.0,884.0,1534.0,1035.0,2.4
413,1080680400,15.0,46.1,0.7833,1073.0,746.0,1072.0,1360.0,789.0,1.3
414,1080684000,15.1,44.6,0.7574,1053.0,701.0,1147.0,1323.0,692.0,1.2
415,1080687600,14.9,43.5,0.7302,1098.0,747.0,1094.0,1360.0,764.0,1.5
416,1080691200,14.8,41.0,0.685,1029.0,702.0,1180.0,1287.0,639.0,1.3
417,1080694800,14.8,40.8,0.6814,973.0,631.0,1287.0,1240.0,541.0,1.0
418,1080698400,14.8,40.8,0.6834,972.0,639.0,1222.0,1256.0,678.0,0.9
419,1080709200,14.6,36.0,0.5947,909.0,545.0,1473.0,1131.0,436.0,0.6
420,1080712800,14.4,38.5,0.6291,1038.0,684.0,1220.0,1279.0,688.0,1.0
421,1080716400,13.8,58.2,0.9129,1636.0,1168.0,721.0,1926.0,1438.0,3.1
422,1080720000,13.2,61.1,0.9256,1580.0,1295.0,639.0,1957.0,1489.0,4.1
423,1080723600,10.4,74.4,0.9384,1262.0,924.0,872.0,1576.0,1093.0,2.2
424,1080727200,11.5,71.0,0.9582,1197.0,837.0,957.0,1498.0,965.0,1.7
425,1080730800,12.2,70.0,0.9924,1277.0,886.0,902.0,1579.0,1004.0,1.9
426,1080734400,12.3,73.3,1.0442,1430.0,1025.0,779.0,1772.0,1166.0,2.9
427,1080738000,11.3,78.1,1.0411,1242.0,944.0,846.0,1638.0,991.0,2.2
428,1080741600,13.6,69.2,1.0746,1349.0,1023.0,804.0,1748.0,1054.0,2.6
429,1080745200,14.9,59.3,0.9974,1390.0,1100.0,755.0,1799.0,1192.0,3.1
430,1080748800,15.7,50.9,0.8997,1224.0,980.0,850.0,1637.0,1055.0,2.3
431,1080752400,15.2,52.9,0.9087,1253.0,1026.0,810.0,1681.0,1048.0,2.4
432,1080756000,15.5,50.8,0.8881,1312.0,1041.0,821.0,1712.0,1073.0,2.8
433,1080759600,14.3,52.9,0.8581,1254.0,1033.0,819.0,1669.0,1068.0,2.7
434,1080763200,13.2,56.0,0.8446,1198.0,953.0,882.0,1588.0,1019.0,2.3
435,1080766800,12.6,57.0,0.8315,1060.0,787.0,1044.0,1418.0,833.0,1.5
436,1080770400,12.3,57.8,0.8224,1050.0,769.0,1078.0,1409.0,759.0,1.4
437,1080774000,12.0,58.4,0.8164,1029.0,754.0,1098.0,1395.0,749.0,1.2
438,1080777600,12.0,61.6,0.8593,1143.0,825.0,986.0,1477.0,978.0,1.6
439,1080781200,11.5,63.9,0.8652,1044.0,770.0,1031.0,1425.0,944.0,1.2
440,1080784800,10.7,67.2,0.863,1034.0,716.0,1085.0,1405.0,891.0,1.1
441,1080792000,10.2,66.6,0.8299,909.0,615.0,1237.0,1322.0,790.0,0.7
442,1080795600,11.0,63.7,0.8325,996.0,648.0,1176.0,1340.0,852.0,0.9
443,1080799200,9.6,68.8,0.8243,1154.0,876.0,1002.0,1561.0,987.0,1.7
444,1080802800,9.5,69.6,0.8273,1510.0,1291.0,675.0,1949.0,1435.0,4.2
445,1080810000,16.2,48.6,0.8892,1512.0,1323.0,631.0,2001.0,1677.0,4.6
446,1080813600,19.2,39.6,0.8693,1258.0,1040.0,800.0,1701.0,1282.0,2.8
447,1080817200,19.7,38.4,0.8743,1094.0,850.0,970.0,1489.0,871.0,1.6
448,1080820800,20.6,36.7,0.8797,1129.0,875.0,974.0,1524.0,759.0,1.7
449,1080824400,21.8,33.9,0.8771,1125.0,924.0,937.0,1542.0,790.0,1.7
450,1080838800,23.6,27.5,0.7913,1308.0,1193.0,793.0,1193.0,1187.0,3.3
451,1080842400,22.8,32.1,0.8814,1529.0,1331.0,700.0,2028.0,1399.0,4.2
452,1080846000,20.8,36.7,0.8878,1592.0,1429.0,624.0,2089.0,1644.0,5.5
453,1080849600,18.3,40.9,0.8493,1536.0,1302.0,666.0,1922.0,1599.0,4.9
454,1080853200,16.8,44.0,0.8341,1192.0,1007.0,827.0,1604.0,1223.0,2.5
455,1080856800,15.8,48.0,0.8569,1186.0,976.0,844.0,1570.0,1200.0,2.0
456,1080860400,14.9,52.0,0.8757,1203.0,920.0,898.0,1529.0,1118.0,2.0
457,1080864000,14.1,54.4,0.8701,1139.0,899.0,921.0,1514.0,1067.0,2.0
458,1080867600,13.3,58.8,0.8922,1072.0,795.0,986.0,1442.0,1048.0,1.3
459,1080871200,13.3,60.9,0.9229,954.0,667.0,1180.0,1350.0,718.0,1.0
460,1080882000,11.3,72.9,0.9738,968.0,628.0,1197.0,1372.0,737.0,0.7
461,1080885600,11.4,71.8,0.9671,1067.0,727.0,1055.0,1448.0,903.0,1.1
462,1080889200,11.9,73.7,1.0254,1386.0,1083.0,798.0,1833.0,1159.0,2.6
463,1080892800,12.6,70.2,1.0221,1474.0,1306.0,634.0,2060.0,1365.0,3.9
464,1080896400,13.6,65.3,1.0136,1569.0,1316.0,634.0,2054.0,1510.0,5.0
465,1080900000,16.9,52.3,1.0013,1375.0,1177.0,706.0,1898.0,1386.0,3.3
466,1080903600,19.4,44.1,0.9855,1328.0,1123.0,738.0,1821.0,1368.0,2.9
467,1080907200,22.9,33.8,0.9322,1341.0,1176.0,748.0,1825.0,1347.0,3.1
468,1080910800,23.6,31.3,0.9001,1297.0,1183.0,765.0,1773.0,1242.0,3.0
469,1080914400,24.7,30.5,0.9371,1303.0,1139.0,790.0,1761.0,1138.0,2.7
470,1080918000,26.1,27.3,0.9101,1281.0,1116.0,809.0,1703.0,1080.0,2.7
471,1080921600,27.6,22.8,0.8288,1248.0,1103.0,872.0,1632.0,1002.0,2.6
472,1080925200,26.9,22.3,0.7792,1382.0,1288.0,778.0,1799.0,1212.0,3.7
473,1080928800,24.3,30.1,0.9012,1491.0,1385.0,685.0,1915.0,1486.0,4.5
474,1080932400,21.2,40.1,0.9978,1620.0,1407.0,641.0,2052.0,1567.0,4.7
475,1080936000,19.4,42.5,0.9483,1693.0,1439.0,618.0,2083.0,1723.0,5.5
476,1080939600,18.5,43.0,0.9074,1374.0,1121.0,771.0,1685.0,1399.0,3.0
477,1080943200,17.8,47.0,0.9467,1287.0,982.0,841.0,1582.0,1291.0,1.9
478,1080946800,16.8,53.2,1.01,1408.0,1052.0,761.0,1684.0,1443.0,2.3
479,1080950400,17.1,51.8,0.999,1254.0,941.0,828.0,1566.0,1270.0,1.6
480,1080954000,16.2,54.2,0.9933,1141.0,827.0,936.0,1488.0,1110.0,1.3
481,1080957600,15.1,58.2,0.9886,1141.0,777.0,986.0,1455.0,1060.0,1.2
482,1080964800,14.5,58.0,0.9488,986.0,651.0,1145.0,1380.0,891.0,0.8
483,1080968400,13.7,61.6,0.9631,1005.0,673.0,1103.0,1387.0,905.0,0.8
484,1080972000,13.9,59.6,0.9408,1041.0,683.0,1112.0,1398.0,899.0,0.9
485,1080975600,13.3,61.7,0.9399,1272.0,959.0,846.0,1660.0,1136.0,2.0
486,1080979200,15.1,55.8,0.9486,1436.0,1154.0,704.0,1872.0,1391.0,3.0
487,1080982800,17.0,50.5,0.9684,1472.0,1126.0,720.0,1816.0,1460.0,3.1
488,1081159200,15.6,57.4,1.0075,1461.0,1127.0,703.0,1836.0,1451.0,3.1
489,1081162800,16.6,55.2,1.0382,1430.0,1107.0,713.0,1853.0,1409.0,3.0
490,1081166400,17.0,54.3,1.0434,1498.0,1171.0,684.0,1942.0,1434.0,3.2
491,1081170000,18.0,51.5,1.0552,1454.0,1162.0,682.0,1915.0,1457.0,3.1
492,1081173600,19.5,47.5,1.0653,1402.0,1069.0,733.0,1793.0,1325.0,2.5
493,1081177200,21.6,41.7,1.0606,1327.0,971.0,803.0,1705.0,1120.0,2.1
494,1081180800,22.2,38.3,1.0106,1273.0,963.0,832.0,1662.0,931.0,2.0
495,1081184400,20.3,42.8,1.0053,1457.0,1190.0,678.0,1877.0,1212.0,3.2
496,1081188000,19.7,45.4,1.0312,1543.0,1290.0,631.0,2011.0,1353.0,4.1
497,1081191600,18.8,47.5,1.0199,1499.0,1239.0,651.0,1957.0,1359.0,3.9
498,1081195200,17.9,49.4,1.0064,1378.0,1102.0,742.0,1796.0,1273.0,3.1
499,1081198800,17.5,50.9,1.009,1243.0,928.0,852.0,1622.0,1079.0,2.0
500,1081202400,17.4,51.8,1.023,1196.0,885.0,884.0,1589.0,973.0,1.7
501,1081206000,17.0,53.9,1.0363,1137.0,869.0,890.0,1554.0,951.0,1.6
502,1081209600,16.6,55.4,1.0408,1015.0,718.0,1065.0,1428.0,714.0,1.0
503,1081213200,15.9,57.0,1.0224,978.0,635.0,1188.0,1382.0,579.0,0.8
504,1081216800,15.0,59.2,1.0059,933.0,547.0,1357.0,1336.0,542.0,0.5
505,1081224000,14.1,61.6,0.9883,908.0,569.0,1303.0,1360.0,526.0,0.5
506,1081227600,14.6,58.8,0.9711,980.0,677.0,1141.0,1435.0,659.0,0.8
507,1081231200,14.4,58.9,0.9594,1236.0,920.0,880.0,1641.0,1012.0,1.7
508,1081234800,15.3,55.2,0.9538,1664.0,1407.0,594.0,2198.0,1564.0,4.5
509,1081242000,18.4,46.3,0.9734,1524.0,1350.0,588.0,2096.0,1604.0,4.4
510,1081245600,19.6,41.8,0.9407,1329.0,1119.0,707.0,1823.0,1288.0,2.9
511,1081249200,20.2,40.1,0.937,1167.0,884.0,881.0,1580.0,931.0,1.6
512,1081252800,20.9,36.6,0.8939,1369.0,1132.0,715.0,1818.0,1162.0,2.6
513,1081256400,20.4,34.7,0.8229,1284.0,1103.0,755.0,1704.0,1064.0,2.9
514,1081260000,19.3,35.4,0.7813,1221.0,1032.0,811.0,1630.0,913.0,2.5
515,1081263600,18.6,36.9,0.7829,1096.0,947.0,872.0,1519.0,684.0,1.9
516,1081267200,18.8,36.8,0.7883,1143.0,988.0,849.0,1590.0,710.0,1.9
517,1081270800,17.5,40.6,0.8068,1251.0,1116.0,760.0,1716.0,923.0,2.7
518,1081274400,16.8,44.3,0.8428,1268.0,1148.0,728.0,1776.0,1006.0,3.0
519,1081278000,16.3,47.7,0.8746,1314.0,1150.0,726.0,1784.0,1083.0,3.3
520,1081281600,15.6,50.7,0.8947,1315.0,1142.0,724.0,1807.0,1161.0,3.2
521,1081285200,15.7,49.4,0.8768,1095.0,918.0,896.0,1527.0,800.0,1.8
522,1081288800,15.8,48.6,0.8653,1027.0,808.0,996.0,1458.0,647.0,1.3
523,1081292400,15.7,47.0,0.8325,1012.0,752.0,1053.0,1393.0,649.0,1.1
524,1081296000,15.7,45.9,0.8121,948.0,710.0,1127.0,1352.0,575.0,0.9
525,1081299600,15.6,44.9,0.792,889.0,603.0,1308.0,1271.0,455.0,0.7
526,1081303200,15.6,44.4,0.7827,830.0,538.0,1475.0,1214.0,392.0,0.4
527,1081317600,14.2,58.6,0.9443,1000.0,688.0,1257.0,1398.0,426.0,0.8
528,1081321200,14.3,58.2,0.9431,1307.0,1082.0,777.0,1769.0,830.0,2.8
529,1081324800,15.0,52.0,0.8817,1286.0,1171.0,716.0,1821.0,1006.0,3.1
530,1081328400,13.6,61.4,0.9519,1150.0,925.0,865.0,1576.0,820.0,2.3
531,1081332000,16.1,53.1,0.9675,1087.0,876.0,911.0,1554.0,737.0,1.6
532,1081335600,16.6,44.3,0.8294,1016.0,839.0,991.0,1448.0,790.0,1.5
533,1081339200,17.4,40.3,0.7922,1029.0,892.0,937.0,1474.0,760.0,1.6
534,1081342800,18.1,42.2,0.8679,1109.0,943.0,883.0,1604.0,767.0,1.8
535,1081346400,14.4,51.8,0.8433,997.0,817.0,1030.0,1426.0,626.0,1.4
536,1081350000,10.9,76.4,0.9953,1177.0,880.0,927.0,1552.0,776.0,1.9
537,1081353600,16.4,47.7,0.8819,1045.0,808.0,1038.0,1421.0,589.0,1.2
538,1081357200,18.0,37.1,0.7598,1171.0,1073.0,847.0,1623.0,872.0,2.3
539,1081360800,14.7,48.7,0.8089,1221.0,1101.0,799.0,1700.0,996.0,3.3
540,1081364400,11.3,71.3,0.9514,1262.0,1133.0,774.0,1748.0,1033.0,3.1
541,1081368000,10.0,74.0,0.9087,1207.0,1013.0,876.0,1632.0,982.0,3.3
542,1081371600,9.8,71.8,0.8702,956.0,666.0,1235.0,1282.0,518.0,1.2
543,1081375200,9.3,75.2,0.8796,1020.0,727.0,1153.0,1391.0,631.0,1.3
544,1081378800,9.6,76.0,0.9088,1107.0,861.0,957.0,1510.0,879.0,1.9
545,1081382400,9.3,75.0,0.8799,1020.0,752.0,1074.0,1398.0,839.0,1.4
546,1081386000,9.0,76.7,0.8825,1051.0,798.0,1016.0,1455.0,876.0,1.5
547,1081389600,8.2,79.6,0.8672,965.0,716.0,1087.0,1383.0,827.0,1.1
548,1081400400,8.1,72.1,0.7798,869.0,642.0,1291.0,1288.0,723.0,0.8
549,1081404000,8.1,70.4,0.7609,939.0,754.0,1169.0,1384.0,797.0,1.1
550,1081407600,8.1,70.5,0.7627,1274.0,1109.0,820.0,1723.0,1138.0,2.6
551,1081411200,9.9,64.3,0.7859,1512.0,1482.0,596.0,2189.0,1605.0,5.1
552,1081414800,13.0,54.2,0.809,1435.0,1271.0,676.0,1885.0,1569.0,4.2
553,1081418400,16.5,42.6,0.7912,1207.0,1041.0,813.0,1620.0,1319.0,2.6
554,1081422000,19.3,34.2,0.7566,1223.0,1075.0,818.0,1678.0,1198.0,2.4
555,1081425600,21.5,27.4,0.6941,1121.0,1026.0,865.0,1541.0,958.0,2.1
556,1081429200,20.4,26.7,0.6323,1176.0,1123.0,816.0,1609.0,1068.0,2.6
557,1081432800,20.6,22.6,0.5432,1144.0,1114.0,845.0,1551.0,1010.0,2.8
558,1081436400,20.6,24.8,0.5931,1136.0,1089.0,856.0,1552.0,928.0,2.5
559,1081440000,21.0,25.4,0.6264,1085.0,1004.0,888.0,1454.0,816.0,1.9
560,1081443600,21.5,24.5,0.6203,1297.0,1287.0,723.0,1798.0,1216.0,3.6
561,1081447200,19.3,28.6,0.6357,1408.0,1404.0,646.0,1972.0,1463.0,4.6
562,1081450800,18.0,32.9,0.6737,1618.0,1530.0,579.0,2167.0,1791.0,6.3
563,1081454400,15.8,39.8,0.7096,1319.0,1172.0,746.0,1699.0,1425.0,4.3
564,1081458000,15.3,41.5,0.7194,1045.0,857.0,968.0,1410.0,922.0,1.6
565,1081461600,14.1,46.0,0.7363,1058.0,824.0,993.0,1411.0,971.0,1.4
566,1081551600,12.0,67.9,0.9523,1176.0,917.0,866.0,1560.0,1151.0,2.3
567,1081555200,12.0,66.9,0.9336,1047.0,783.0,1014.0,1449.0,975.0,1.3
568,1081558800,11.5,70.1,0.9503,1116.0,854.0,929.0,1533.0,1034.0,1.7
569,1081562400,11.4,69.8,0.939,1074.0,832.0,951.0,1507.0,980.0,1.7
570,1081569600,10.8,70.3,0.9092,898.0,669.0,1163.0,1386.0,807.0,0.8
571,1081573200,10.2,73.4,0.9129,970.0,708.0,1121.0,1435.0,842.0,1.0
572,1081576800,10.8,70.5,0.9142,1073.0,812.0,988.0,1500.0,950.0,1.4
573,1081580400,11.0,71.0,0.9279,1081.0,906.0,895.0,1591.0,1024.0,1.7
574,1081584000,12.4,64.0,0.9206,1159.0,976.0,837.0,1663.0,1098.0,2.0
575,1081587600,15.0,53.1,0.8993,1112.0,931.0,869.0,1588.0,1011.0,2.0
576,1081591200,16.6,44.4,0.8313,1112.0,917.0,897.0,1542.0,931.0,1.9
577,1081594800,18.0,38.4,0.7862,1063.0,877.0,971.0,1481.0,811.0,2.1
578,1081598400,20.6,30.0,0.7213,1032.0,892.0,973.0,1457.0,756.0,1.8
579,1081602000,19.9,26.7,0.6137,936.0,829.0,1054.0,1336.0,607.0,1.5
580,1081605600,19.8,23.1,0.5283,883.0,766.0,1152.0,1238.0,498.0,1.3
581,1081609200,21.4,22.7,0.5722,942.0,852.0,1055.0,1318.0,540.0,1.4
582,1081612800,22.1,21.3,0.5605,943.0,850.0,1084.0,1296.0,544.0,1.5
583,1081616400,21.1,24.5,0.604,1007.0,875.0,1027.0,1357.0,620.0,1.7
584,1081620000,18.3,31.6,0.6562,1037.0,927.0,949.0,1426.0,740.0,2.0
585,1081623600,16.1,35.0,0.6372,1127.0,1022.0,871.0,1534.0,921.0,2.5
586,1081627200,14.8,41.5,0.6929,1123.0,996.0,861.0,1551.0,1033.0,2.4
587,1081630800,13.2,50.3,0.7577,1110.0,909.0,916.0,1487.0,984.0,2.0
588,1081634400,12.3,55.5,0.7916,1247.0,1037.0,812.0,1618.0,1193.0,2.9
